interaction_id,customer_id,interaction_date,interaction_type,reason,agent_id,duration_minutes,resolution_status,satisfaction_score,notes
CRM0006470,CUST000126,2023-06-16,In-Person,Complaint,AGENT021,4.0,Escalated,4.0,
CRM0004020,CUST001133,2023-06-17,Email,Billing Issue,AGENT024,,Pending,3.0,Customer satisfied
CRM0000621,CUST000813,2023-06-17,Phone Call,Return Request,AGENT010,59.0,Pending,4.0,
CRM0003392,CUST002122,2023-06-17,In-Person,Technical Support,AGENT014,60.0,Closed,2.0,Customer satisfied
CRM0004042,CUST002908,2023-06-17,Social Media,Feedback,AGENT035,15.0,Closed,5.0,Customer satisfied
CRM0007179,CUST004752,2023-06-17,Phone Call,Technical Support,AGENT010,,Resolved,4.0,Customer satisfied
CRM0003174,CUST004689,2023-06-17,Email,General Question,AGENT019,,Resolved,4.0,Issue escalated
CRM0007676,CUST000976,2023-06-17,Email,Billing Issue,AGENT032,,Resolved,4.0,Resolved quickly
CRM0001271,CUST002281,2023-06-17,In-Person,Billing Issue,AGENT007,42.0,Pending,5.0,Resolved quickly
CRM0005130,CUST000409,2023-06-17,Social Media,Order Status,AGENT011,,Resolved,5.0,
CRM0002762,CUST002019,2023-06-17,Email,Complaint,AGENT024,,Pending,,Resolved quickly
CRM0004064,CUST003490,2023-06-18,Phone Call,Feedback,AGENT047,,Resolved,3.0,Follow-up needed
CRM0002528,CUST004712,2023-06-18,Email,Complaint,AGENT008,50.0,Resolved,2.0,Complex issue
CRM0004703,CUST003468,2023-06-18,Email,General Question,AGENT045,,Resolved,2.0,Customer satisfied
CRM0000090,CUST001348,2023-06-18,Social Media,Complaint,AGENT028,,Escalated,4.0,Resolved quickly
CRM0003087,CUST003012,2023-06-18,Social Media,Complaint,AGENT027,,Resolved,4.0,Follow-up needed
CRM0004356,CUST003758,2023-06-18,Social Media,General Question,AGENT021,,Resolved,4.0,
CRM0002005,CUST001539,2023-06-19,Phone Call,General Question,AGENT042,,Resolved,1.0,Issue escalated
CRM0005862,CUST003108,2023-06-19,Email,Order Status,AGENT049,,Resolved,4.0,Complex issue
CRM0001209,CUST004134,2023-06-19,Chat,Feedback,AGENT037,,Escalated,3.0,Issue escalated
CRM0006118,CUST003274,2023-06-19,Phone Call,Return Request,AGENT020,44.0,Resolved,,Issue escalated
CRM0004061,CUST001696,2023-06-19,Phone Call,Order Status,AGENT022,57.0,Closed,4.0,Follow-up needed
CRM0002435,CUST001963,2023-06-19,Email,Complaint,AGENT029,58.0,Resolved,,Issue escalated
CRM0007887,CUST003966,2023-06-19,Chat,Product Inquiry,AGENT040,45.0,Closed,5.0,Complex issue
CRM0004741,CUST001620,2023-06-19,Phone Call,Return Request,AGENT007,,Pending,2.0,Customer satisfied
CRM0005728,CUST004515,2023-06-19,Email,Product Inquiry,AGENT025,33.0,Escalated,3.0,Customer satisfied
CRM0006057,CUST003757,2023-06-20,Chat,Product Inquiry,AGENT037,46.0,Resolved,4.0,Resolved quickly
CRM0002749,CUST004708,2023-06-20,Email,Complaint,AGENT008,46.0,Resolved,3.0,
CRM0002739,CUST003046,2023-06-20,Social Media,Feedback,AGENT029,,Resolved,3.0,
CRM0007027,CUST003535,2023-06-20,Phone Call,Technical Support,AGENT013,43.0,Closed,4.0,Customer satisfied
CRM0002733,CUST000262,2023-06-20,Chat,Technical Support,AGENT043,31.0,Resolved,4.0,Customer satisfied
CRM0007233,CUST004300,2023-06-21,Phone Call,Return Request,AGENT019,,Resolved,2.0,
CRM0004318,CUST001981,2023-06-21,Chat,Feedback,AGENT009,,Resolved,5.0,Issue escalated
CRM0005069,CUST001780,2023-06-21,In-Person,Feedback,AGENT023,60.0,Resolved,5.0,Customer satisfied
CRM0005202,CUST001654,2023-06-21,Social Media,Product Inquiry,AGENT028,13.0,Escalated,2.0,Resolved quickly
CRM0000590,CUST004709,2023-06-22,Email,Billing Issue,AGENT042,3.0,Escalated,5.0,Complex issue
CRM0000463,CUST004939,2023-06-22,Social Media,Return Request,AGENT004,,Resolved,2.0,Customer satisfied
CRM0004045,CUST003993,2023-06-22,In-Person,Product Inquiry,AGENT042,30.0,Resolved,4.0,
CRM0004900,CUST001495,2023-06-22,Email,Billing Issue,AGENT025,3.0,Pending,3.0,Customer satisfied
CRM0003574,CUST002169,2023-06-22,Email,Product Inquiry,AGENT031,11.0,Pending,,Customer satisfied
CRM0000034,CUST003710,2023-06-22,Email,Billing Issue,AGENT024,32.0,Resolved,5.0,Resolved quickly
CRM0002465,CUST001900,2023-06-22,In-Person,Return Request,AGENT013,45.0,Closed,2.0,
CRM0006368,CUST004342,2023-06-22,Social Media,Complaint,AGENT040,,Resolved,4.0,Follow-up needed
CRM0000349,CUST001973,2023-06-23,Social Media,Feedback,AGENT031,25.0,Escalated,5.0,Resolved quickly
CRM0006458,CUST003125,2023-06-23,Email,Order Status,AGENT043,,Resolved,5.0,Customer satisfied
CRM0001725,CUST003920,2023-06-23,Social Media,Return Request,AGENT049,,Resolved,2.0,Resolved quickly
CRM0002952,CUST002365,2023-06-23,Phone Call,Feedback,AGENT039,51.0,Resolved,3.0,Follow-up needed
CRM0004814,CUST001157,2023-06-23,In-Person,Return Request,AGENT045,,Resolved,4.0,Issue escalated
CRM0004390,CUST002406,2023-06-23,Email,Order Status,AGENT036,,Resolved,,Customer satisfied
CRM0007069,CUST004058,2023-06-23,In-Person,Technical Support,AGENT033,,Resolved,4.0,Resolved quickly
CRM0003846,CUST002900,2023-06-23,Chat,Order Status,AGENT029,,Escalated,3.0,Customer satisfied
CRM0007538,CUST002529,2023-06-23,Email,Product Inquiry,AGENT047,23.0,Resolved,3.0,Customer satisfied
CRM0004725,CUST003315,2023-06-23,In-Person,Product Inquiry,AGENT001,18.0,Resolved,4.0,Follow-up needed
CRM0002763,CUST001333,2023-06-23,Email,Billing Issue,AGENT002,27.0,Resolved,5.0,Follow-up needed
CRM0006100,CUST001300,2023-06-23,In-Person,Order Status,AGENT048,27.0,Pending,4.0,Customer satisfied
CRM0003951,CUST001084,2023-06-23,Chat,Billing Issue,AGENT030,12.0,Resolved,1.0,
CRM0001404,CUST004613,2023-06-24,Social Media,Billing Issue,AGENT023,,Pending,5.0,
CRM0001468,CUST003642,2023-06-24,Social Media,Billing Issue,AGENT046,7.0,Resolved,5.0,Issue escalated
CRM0003320,CUST003473,2023-06-24,Chat,Order Status,AGENT020,2.0,Pending,4.0,Issue escalated
CRM0001950,CUST002303,2023-06-24,Email,Product Inquiry,AGENT006,33.0,Resolved,5.0,Issue escalated
CRM0001904,CUST004731,2023-06-24,Email,Product Inquiry,AGENT046,43.0,Resolved,5.0,
CRM0006433,CUST003222,2023-06-24,Email,Product Inquiry,AGENT007,8.0,Resolved,5.0,Resolved quickly
CRM0006447,CUST003993,2023-06-24,Chat,Feedback,AGENT044,8.0,Escalated,2.0,Follow-up needed
CRM0007868,CUST002902,2023-06-24,In-Person,Feedback,AGENT006,4.0,Pending,1.0,Complex issue
CRM0007533,CUST004949,2023-06-24,In-Person,General Question,AGENT001,60.0,Escalated,3.0,Customer satisfied
CRM0000242,CUST004914,2023-06-24,Email,Technical Support,AGENT039,,Resolved,4.0,Customer satisfied
CRM0000490,CUST004510,2023-06-24,In-Person,Technical Support,AGENT040,22.0,Pending,3.0,Resolved quickly
CRM0007106,CUST002176,2023-06-25,Phone Call,Return Request,AGENT003,19.0,Resolved,2.0,Issue escalated
CRM0006163,CUST004731,2023-06-25,In-Person,Complaint,AGENT033,15.0,Pending,5.0,Resolved quickly
CRM0001369,CUST004882,2023-06-25,Phone Call,Technical Support,AGENT017,6.0,Pending,3.0,Resolved quickly
CRM0003148,CUST004557,2023-06-25,Social Media,Feedback,AGENT024,26.0,Closed,3.0,Follow-up needed
CRM0003299,CUST001215,2023-06-26,Social Media,Product Inquiry,AGENT007,55.0,Closed,1.0,Complex issue
CRM0007345,CUST002166,2023-06-26,Email,Return Request,AGENT038,,Resolved,3.0,Resolved quickly
CRM0003557,CUST003662,2023-06-26,In-Person,Complaint,AGENT033,47.0,Resolved,2.0,Complex issue
CRM0002122,CUST003517,2023-06-26,Phone Call,Return Request,AGENT024,10.0,Resolved,4.0,Resolved quickly
CRM0005022,CUST003892,2023-06-26,Social Media,Complaint,AGENT034,52.0,Resolved,4.0,Follow-up needed
CRM0002155,CUST003941,2023-06-26,In-Person,Billing Issue,AGENT029,16.0,Pending,2.0,Follow-up needed
CRM0002669,CUST000104,2023-06-26,Phone Call,Complaint,AGENT036,,Resolved,5.0,Follow-up needed
CRM0002971,CUST001794,2023-06-27,Phone Call,Feedback,AGENT013,8.0,Pending,4.0,Resolved quickly
CRM0007831,CUST002240,2023-06-27,Chat,Complaint,AGENT037,29.0,Pending,5.0,Complex issue
CRM0001437,CUST000348,2023-06-27,Email,Order Status,AGENT033,3.0,Closed,5.0,Resolved quickly
CRM0000699,CUST000436,2023-06-27,Phone Call,General Question,AGENT037,,Resolved,3.0,Complex issue
CRM0002463,CUST004533,2023-06-27,In-Person,Order Status,AGENT043,48.0,Resolved,5.0,Follow-up needed
CRM0004654,CUST000613,2023-06-27,In-Person,Order Status,AGENT021,60.0,Pending,5.0,Complex issue
CRM0003405,CUST001314,2023-06-27,Email,Product Inquiry,AGENT012,46.0,Resolved,5.0,Follow-up needed
CRM0000275,CUST004691,2023-06-27,Email,Feedback,AGENT036,47.0,Resolved,1.0,Complex issue
CRM0003925,CUST004110,2023-06-28,In-Person,Billing Issue,AGENT005,9.0,Closed,2.0,Resolved quickly
CRM0006168,CUST001406,2023-06-28,Phone Call,Feedback,AGENT046,11.0,Closed,3.0,Resolved quickly
CRM0003402,CUST001941,2023-06-28,Phone Call,Feedback,AGENT021,53.0,Pending,4.0,Issue escalated
CRM0003495,CUST001284,2023-06-28,Email,Billing Issue,AGENT034,,Resolved,,Follow-up needed
CRM0005952,CUST003871,2023-06-28,Social Media,Technical Support,AGENT003,2.0,Escalated,5.0,Issue escalated
CRM0007059,CUST002965,2023-06-29,Social Media,Complaint,AGENT047,,Resolved,4.0,Customer satisfied
CRM0007048,CUST001247,2023-06-29,In-Person,Feedback,AGENT010,,Resolved,4.0,Resolved quickly
CRM0004303,CUST002216,2023-06-29,Social Media,General Question,AGENT030,14.0,Resolved,5.0,Complex issue
CRM0004264,CUST002650,2023-06-29,In-Person,Order Status,AGENT013,,Resolved,5.0,Resolved quickly
CRM0003528,CUST000837,2023-06-30,Email,Feedback,AGENT044,27.0,Resolved,4.0,Customer satisfied
CRM0000215,CUST002336,2023-06-30,Chat,Technical Support,AGENT049,56.0,Resolved,3.0,
CRM0005409,CUST004282,2023-06-30,Phone Call,Order Status,AGENT041,31.0,Resolved,5.0,Follow-up needed
CRM0006347,CUST001916,2023-06-30,Phone Call,Billing Issue,AGENT042,29.0,Resolved,3.0,Follow-up needed
CRM0000596,CUST003299,2023-06-30,Phone Call,General Question,AGENT033,53.0,Resolved,1.0,
CRM0002597,CUST002565,2023-06-30,Email,Complaint,AGENT047,44.0,Pending,5.0,Complex issue
CRM0006426,CUST004175,2023-07-01,Chat,Feedback,AGENT020,42.0,Pending,3.0,Complex issue
CRM0002186,CUST001483,2023-07-01,Chat,Product Inquiry,AGENT004,,Resolved,4.0,Complex issue
CRM0003134,CUST000580,2023-07-01,In-Person,Billing Issue,AGENT017,11.0,Resolved,4.0,Issue escalated
CRM0003844,CUST001149,2023-07-01,Social Media,Feedback,AGENT040,,Pending,2.0,Follow-up needed
CRM0001819,CUST002964,2023-07-01,Phone Call,Order Status,AGENT023,45.0,Resolved,4.0,Issue escalated
CRM0007159,CUST003382,2023-07-01,Phone Call,Return Request,AGENT047,29.0,Resolved,,
CRM0001197,CUST004611,2023-07-02,Email,Billing Issue,AGENT011,48.0,Pending,1.0,
CRM0001515,CUST004562,2023-07-02,Phone Call,General Question,AGENT039,57.0,Resolved,5.0,Follow-up needed
CRM0002150,CUST001746,2023-07-02,Phone Call,Order Status,AGENT038,30.0,Resolved,3.0,Customer satisfied
CRM0003614,CUST000015,2023-07-02,Phone Call,General Question,AGENT047,27.0,Resolved,5.0,Follow-up needed
CRM0004993,CUST000837,2023-07-03,Phone Call,Billing Issue,AGENT026,43.0,Resolved,,Customer satisfied
CRM0006161,CUST003204,2023-07-03,Chat,Technical Support,AGENT002,8.0,Resolved,5.0,Resolved quickly
CRM0006540,CUST004080,2023-07-03,In-Person,Technical Support,AGENT026,21.0,Resolved,4.0,Resolved quickly
CRM0003587,CUST001861,2023-07-03,Email,Complaint,AGENT011,,Resolved,5.0,Complex issue
CRM0006846,CUST003041,2023-07-03,Social Media,General Question,AGENT022,13.0,Resolved,1.0,Follow-up needed
CRM0004376,CUST002147,2023-07-03,Email,Feedback,AGENT002,51.0,Pending,4.0,Resolved quickly
CRM0002438,CUST001176,2023-07-03,Email,Product Inquiry,AGENT019,12.0,Resolved,4.0,Follow-up needed
CRM0000642,CUST002561,2023-07-03,Social Media,Return Request,AGENT045,50.0,Pending,2.0,Issue escalated
CRM0001333,CUST000525,2023-07-04,Social Media,Technical Support,AGENT014,21.0,Resolved,5.0,
CRM0000572,CUST004589,2023-07-04,Social Media,Return Request,AGENT028,45.0,Resolved,4.0,Issue escalated
CRM0005185,CUST004959,2023-07-04,Phone Call,Order Status,AGENT016,49.0,Pending,4.0,Follow-up needed
CRM0001658,CUST001613,2023-07-04,Social Media,Return Request,AGENT023,,Closed,4.0,Resolved quickly
CRM0004653,CUST002589,2023-07-04,Chat,Product Inquiry,AGENT048,,Resolved,5.0,Issue escalated
CRM0007114,CUST000780,2023-07-04,Chat,Technical Support,AGENT013,,Resolved,5.0,Follow-up needed
CRM0005878,CUST001885,2023-07-04,Email,General Question,AGENT005,,Resolved,5.0,
CRM0006306,CUST004367,2023-07-04,Phone Call,Complaint,AGENT048,,Resolved,4.0,
CRM0001033,CUST003425,2023-07-04,Chat,Feedback,AGENT022,,Resolved,4.0,
CRM0003155,CUST001046,2023-07-05,In-Person,Complaint,AGENT025,3.0,Pending,5.0,Complex issue
CRM0005478,CUST002688,2023-07-05,Email,Product Inquiry,AGENT017,,Resolved,2.0,Resolved quickly
CRM0002055,CUST004439,2023-07-05,Chat,Technical Support,AGENT014,43.0,Resolved,,Follow-up needed
CRM0000065,CUST000459,2023-07-05,Email,Complaint,AGENT046,60.0,Resolved,5.0,Customer satisfied
CRM0002860,CUST002701,2023-07-06,Social Media,Feedback,AGENT031,,Escalated,2.0,Resolved quickly
CRM0001298,CUST003564,2023-07-06,Email,Technical Support,AGENT031,,Resolved,,Customer satisfied
CRM0002691,CUST004575,2023-07-06,Chat,Feedback,AGENT012,,Pending,4.0,Issue escalated
CRM0003102,CUST000336,2023-07-06,Social Media,Order Status,AGENT028,29.0,Resolved,3.0,Customer satisfied
CRM0000278,CUST003122,2023-07-06,In-Person,Return Request,AGENT012,31.0,Pending,3.0,Customer satisfied
CRM0001165,CUST004411,2023-07-06,In-Person,Feedback,AGENT010,,Escalated,3.0,Customer satisfied
CRM0007917,CUST001180,2023-07-06,In-Person,Feedback,AGENT033,11.0,Resolved,3.0,Complex issue
CRM0002264,CUST004327,2023-07-06,In-Person,Product Inquiry,AGENT046,24.0,Resolved,4.0,Issue escalated
CRM0003050,CUST001822,2023-07-06,Phone Call,Billing Issue,AGENT005,,Resolved,4.0,Resolved quickly
CRM0001696,CUST002024,2023-07-06,Phone Call,General Question,AGENT001,32.0,Escalated,4.0,Follow-up needed
CRM0000971,CUST002882,2023-07-07,In-Person,Product Inquiry,AGENT037,3.0,Pending,1.0,
CRM0002253,CUST001456,2023-07-07,Email,Billing Issue,AGENT029,8.0,Closed,5.0,Follow-up needed
CRM0007126,CUST000348,2023-07-07,Email,Technical Support,AGENT016,,Resolved,3.0,
CRM0007324,CUST000632,2023-07-07,Phone Call,General Question,AGENT012,43.0,Resolved,,Customer satisfied
CRM0003937,CUST000520,2023-07-07,In-Person,Complaint,AGENT029,,Resolved,,Follow-up needed
CRM0005810,CUST001165,2023-07-07,In-Person,Feedback,AGENT016,30.0,Resolved,,Resolved quickly
CRM0007553,CUST002944,2023-07-08,Phone Call,Product Inquiry,AGENT045,16.0,Resolved,3.0,
CRM0002666,CUST000007,2023-07-08,Social Media,Technical Support,AGENT035,,Pending,4.0,Follow-up needed
CRM0003627,CUST003468,2023-07-08,In-Person,Return Request,AGENT025,16.0,Resolved,,
CRM0005798,CUST004884,2023-07-08,In-Person,Order Status,AGENT024,,Resolved,3.0,Follow-up needed
CRM0002873,CUST004114,2023-07-09,In-Person,Order Status,AGENT020,,Resolved,4.0,
CRM0005452,CUST000871,2023-07-09,Phone Call,Technical Support,AGENT034,48.0,Resolved,5.0,Complex issue
CRM0005057,CUST000315,2023-07-09,In-Person,Return Request,AGENT016,33.0,Pending,5.0,Complex issue
CRM0002271,CUST004788,2023-07-09,In-Person,Return Request,AGENT001,17.0,Resolved,,Follow-up needed
CRM0007471,CUST001992,2023-07-09,Social Media,General Question,AGENT036,56.0,Pending,4.0,Resolved quickly
CRM0007294,CUST003215,2023-07-09,Social Media,Product Inquiry,AGENT005,,Pending,4.0,
CRM0005459,CUST000614,2023-07-09,Social Media,Order Status,AGENT041,,Closed,5.0,Follow-up needed
CRM0007673,CUST000612,2023-07-09,Social Media,Complaint,AGENT012,37.0,Escalated,2.0,Customer satisfied
CRM0004978,CUST002538,2023-07-09,Email,Technical Support,AGENT024,,Pending,5.0,Complex issue
CRM0004439,CUST000446,2023-07-09,In-Person,Product Inquiry,AGENT020,,Resolved,3.0,Customer satisfied
CRM0001370,CUST004802,2023-07-09,Email,Feedback,AGENT044,41.0,Resolved,5.0,Follow-up needed
CRM0007795,CUST004348,2023-07-09,In-Person,Complaint,AGENT043,,Resolved,5.0,Issue escalated
CRM0003289,CUST003479,2023-07-09,Email,Complaint,AGENT039,,Resolved,4.0,Customer satisfied
CRM0000138,CUST001395,2023-07-09,In-Person,Billing Issue,AGENT021,51.0,Resolved,3.0,Customer satisfied
CRM0001323,CUST002173,2023-07-10,In-Person,Feedback,AGENT008,57.0,Closed,3.0,Customer satisfied
CRM0001813,CUST003841,2023-07-10,Email,Feedback,AGENT035,52.0,Resolved,5.0,Resolved quickly
CRM0003324,CUST002969,2023-07-10,Chat,General Question,AGENT001,48.0,Resolved,,Customer satisfied
CRM0007115,CUST002229,2023-07-10,Phone Call,Technical Support,AGENT030,9.0,Resolved,2.0,
CRM0001484,CUST002901,2023-07-10,Phone Call,Order Status,AGENT006,60.0,Escalated,2.0,Issue escalated
CRM0006006,CUST004639,2023-07-10,Social Media,General Question,AGENT026,56.0,Resolved,3.0,Complex issue
CRM0005744,CUST001554,2023-07-10,In-Person,Billing Issue,AGENT008,28.0,Resolved,4.0,Customer satisfied
CRM0002114,CUST003237,2023-07-11,In-Person,General Question,AGENT022,45.0,Resolved,,Follow-up needed
CRM0003975,CUST000095,2023-07-11,Email,Order Status,AGENT004,51.0,Pending,5.0,Complex issue
CRM0001172,CUST003157,2023-07-11,Email,Feedback,AGENT015,42.0,Escalated,5.0,Issue escalated
CRM0007588,CUST003693,2023-07-11,Phone Call,Order Status,AGENT001,24.0,Resolved,4.0,
CRM0001080,CUST002442,2023-07-11,Chat,Complaint,AGENT022,34.0,Closed,3.0,Resolved quickly
CRM0006485,CUST004198,2023-07-11,Email,Feedback,AGENT010,19.0,Resolved,1.0,Follow-up needed
CRM0001993,CUST004367,2023-07-11,In-Person,Technical Support,AGENT016,58.0,Resolved,4.0,
CRM0006264,CUST004299,2023-07-12,Social Media,Billing Issue,AGENT021,,Resolved,3.0,
CRM0007116,CUST001352,2023-07-12,Phone Call,Product Inquiry,AGENT022,48.0,Pending,3.0,Resolved quickly
CRM0006598,CUST003870,2023-07-12,Chat,General Question,AGENT031,21.0,Closed,4.0,Resolved quickly
CRM0006909,CUST003616,2023-07-12,Social Media,Product Inquiry,AGENT022,,Resolved,3.0,Complex issue
CRM0007746,CUST004956,2023-07-13,Phone Call,General Question,AGENT010,,Closed,4.0,Issue escalated
CRM0002387,CUST003736,2023-07-13,Email,Order Status,AGENT020,38.0,Resolved,3.0,Issue escalated
CRM0004389,CUST003761,2023-07-13,Phone Call,Technical Support,AGENT044,20.0,Resolved,3.0,Issue escalated
CRM0007877,CUST002719,2023-07-13,Chat,General Question,AGENT033,29.0,Resolved,4.0,Follow-up needed
CRM0004358,CUST004030,2023-07-13,In-Person,Billing Issue,AGENT033,,Closed,3.0,Resolved quickly
CRM0005633,CUST004906,2023-07-13,Social Media,Complaint,AGENT010,4.0,Resolved,3.0,
CRM0001403,CUST004305,2023-07-14,Email,Technical Support,AGENT014,,Pending,3.0,Customer satisfied
CRM0001602,CUST000824,2023-07-14,In-Person,Feedback,AGENT015,58.0,Resolved,,Customer satisfied
CRM0003187,CUST002019,2023-07-14,Phone Call,Billing Issue,AGENT002,37.0,Resolved,3.0,
CRM0003662,CUST002217,2023-07-14,Chat,Billing Issue,AGENT042,11.0,Resolved,1.0,Follow-up needed
CRM0006532,CUST001640,2023-07-14,Chat,Return Request,AGENT005,40.0,Resolved,,Issue escalated
CRM0005290,CUST001656,2023-07-14,Phone Call,Complaint,AGENT002,,Resolved,2.0,Complex issue
CRM0002824,CUST001926,2023-07-14,Social Media,Return Request,AGENT017,25.0,Pending,3.0,Complex issue
CRM0003384,CUST001431,2023-07-14,Chat,Billing Issue,AGENT027,43.0,Resolved,5.0,Resolved quickly
CRM0005289,CUST003375,2023-07-14,Phone Call,General Question,AGENT019,44.0,Pending,2.0,Customer satisfied
CRM0005668,CUST000018,2023-07-14,Email,Billing Issue,AGENT034,15.0,Resolved,3.0,Resolved quickly
CRM0004858,CUST001456,2023-07-15,Social Media,Order Status,AGENT014,,Resolved,1.0,Issue escalated
CRM0007327,CUST000262,2023-07-15,Email,General Question,AGENT001,4.0,Closed,4.0,Follow-up needed
CRM0006577,CUST003403,2023-07-15,Chat,Technical Support,AGENT007,48.0,Resolved,3.0,Follow-up needed
CRM0003967,CUST004150,2023-07-15,Chat,Technical Support,AGENT003,34.0,Pending,2.0,Follow-up needed
CRM0002973,CUST001399,2023-07-15,Chat,General Question,AGENT013,46.0,Closed,4.0,
CRM0005911,CUST004645,2023-07-15,In-Person,Product Inquiry,AGENT045,,Resolved,3.0,Complex issue
CRM0005526,CUST001732,2023-07-16,Phone Call,Order Status,AGENT016,54.0,Pending,5.0,Customer satisfied
CRM0005408,CUST002054,2023-07-16,Email,Return Request,AGENT025,11.0,Resolved,,Issue escalated
CRM0005195,CUST003571,2023-07-16,In-Person,Technical Support,AGENT015,44.0,Resolved,4.0,
CRM0004710,CUST000514,2023-07-16,In-Person,Complaint,AGENT012,,Pending,,Resolved quickly
CRM0006866,CUST003075,2023-07-16,In-Person,Technical Support,AGENT050,43.0,Pending,4.0,Customer satisfied
