interaction_id,customer_id,interaction_date,interaction_type,reason,sentiment,resolution_status,agent_id,duration_minutes,satisfaction_score
INT0005842,CUST001303,2023-01-11 07:00:00,Email,Feedback,Neutral,Resolved,AGENT021,16,1.0
INT0005843,CUST000610,2022-05-04 21:00:00,Chat,Return Request,Positive,Closed,AGENT028,17,2.0
INT0005844,CUST004408,2023-02-01 12:00:00,Email,Return Request,Neutral,Closed,AGENT002,11,
INT0005845,CUST000223,2024-01-15 20:00:00,Social Media,Feedback,Negative,Escalated,AGENT021,15,
INT0005846,CUST004681,2023-11-03 09:00:00,Social Media,Support,Positive,Pending,AGENT013,16,
INT0005847,CUST001209,2022-02-22 23:00:00,Phone Call,Feedback,Negative,Pending,AGENT016,5,
INT0005848,CUST000503,2024-04-04 02:00:00,Chat,Return Request,Neutral,Escalated,AGENT011,11,
INT0005849,CUST000209,2024-07-28 05:00:00,Store Visit,Inquiry,Negative,Closed,AGENT041,45,1.0
INT0005850,CUST003322,2023-01-15 21:00:00,Chat,Complaint,Neutral,Resolved,AGENT014,17,
INT0005851,CUST001997,2023-04-03 07:00:00,Email,Inquiry,Negative,Resolved,AGENT020,15,
INT0005852,CUST001381,2024-04-24 08:00:00,Social Media,Return Request,Neutral,Escalated,AGENT039,32,2.0
INT0005853,CUST001260,2024-07-12 12:00:00,Store Visit,Feedback,Negative,Escalated,AGENT033,20,
INT0005854,CUST001772,2022-05-18 10:00:00,Store Visit,Complaint,Negative,Closed,AGENT038,6,2.0
INT0005855,CUST003076,2022-07-01 00:00:00,Store Visit,Complaint,Positive,Closed,AGENT014,20,
INT0005856,CUST004783,2022-07-05 03:00:00,Email,Inquiry,Positive,Escalated,AGENT028,29,5.0
INT0005857,CUST004741,2024-02-02 13:00:00,Phone Call,Inquiry,Negative,Closed,AGENT014,39,
INT0005858,CUST000976,2023-05-21 18:00:00,Email,Feedback,Positive,Resolved,AGENT015,37,3.0
INT0005859,CUST004656,2023-10-04 08:00:00,Store Visit,Complaint,Neutral,Resolved,AGENT019,3,3.0
INT0005860,CUST000097,2022-10-25 19:00:00,Store Visit,Inquiry,Neutral,Resolved,AGENT016,14,
INT0005861,CUST002966,2024-08-07 20:00:00,Chat,Feedback,Negative,Escalated,AGENT035,40,1.0
INT0005862,CUST004816,2023-01-06 01:00:00,Store Visit,Support,Negative,Resolved,AGENT013,22,
INT0005863,CUST000626,2024-08-09 17:00:00,Store Visit,Inquiry,Negative,Escalated,AGENT031,33,
INT0005864,CUST002706,2023-06-10 13:00:00,Social Media,Feedback,Neutral,Resolved,AGENT011,37,1.0
INT0005865,CUST001780,2024-05-04 18:00:00,Chat,Support,Neutral,Closed,AGENT024,25,
INT0005866,CUST004739,2022-03-27 23:00:00,Social Media,Complaint,Positive,Closed,AGENT017,33,4.0
INT0005867,CUST004708,2023-12-11 11:00:00,Social Media,Feedback,Positive,Escalated,AGENT024,36,5.0
INT0005868,CUST004734,2023-04-10 07:00:00,Phone Call,Feedback,Neutral,Closed,AGENT042,21,
INT0005869,CUST000077,2024-05-25 21:00:00,Store Visit,Return Request,Negative,Resolved,AGENT012,17,1.0
INT0005870,CUST002989,2023-12-07 00:00:00,Store Visit,Feedback,Positive,Escalated,AGENT032,38,1.0
INT0005871,CUST000427,2024-04-21 11:00:00,Social Media,Feedback,Positive,Resolved,AGENT048,6,5.0
INT0005872,CUST002279,2024-06-29 00:00:00,Email,Inquiry,Positive,Resolved,AGENT016,25,
INT0005873,CUST001038,2024-07-03 23:00:00,Store Visit,Complaint,Positive,Closed,AGENT045,44,2.0
INT0005874,CUST001292,2024-04-06 04:00:00,Chat,Feedback,Neutral,Resolved,AGENT020,16,1.0
INT0005875,CUST002248,2023-03-23 23:00:00,Phone Call,Feedback,Negative,Closed,AGENT041,7,5.0
INT0005876,CUST003715,2024-03-14 12:00:00,Phone Call,Support,Positive,Closed,AGENT019,35,3.0
INT0005877,CUST000357,2022-02-19 06:00:00,Email,Inquiry,Positive,Pending,AGENT004,33,
INT0005878,CUST003900,2023-05-26 08:00:00,Chat,Complaint,Positive,Closed,AGENT032,21,5.0
INT0005879,CUST000964,2024-08-05 14:00:00,Social Media,Support,Positive,Resolved,AGENT044,19,
INT0005880,CUST001870,2023-06-11 02:00:00,Phone Call,Support,Negative,Resolved,AGENT045,37,3.0
INT0005881,CUST002940,2022-12-20 04:00:00,Social Media,Support,Negative,Pending,AGENT030,38,
INT0005882,CUST003023,2023-04-15 14:00:00,Chat,Return Request,Negative,Resolved,AGENT013,22,4.0
INT0005883,CUST000724,2023-09-29 14:00:00,Phone Call,Feedback,Positive,Escalated,AGENT018,27,1.0
INT0005884,CUST000099,2023-06-09 17:00:00,Chat,Support,Negative,Resolved,AGENT033,37,1.0
INT0005885,CUST001462,2024-03-12 11:00:00,Chat,Complaint,Negative,Escalated,AGENT011,39,
INT0005886,CUST003328,2023-04-28 16:00:00,Phone Call,Return Request,Negative,Closed,AGENT008,36,4.0
INT0005887,CUST004133,2024-06-20 20:00:00,Chat,Support,Neutral,Closed,AGENT042,24,5.0
INT0005888,CUST000667,2024-06-21 02:00:00,Chat,Feedback,Positive,Resolved,AGENT026,10,
INT0005889,CUST001602,2024-08-14 02:00:00,Store Visit,Complaint,Negative,Escalated,AGENT035,38,3.0
INT0005890,CUST001144,2022-03-23 15:00:00,Chat,Complaint,Neutral,Escalated,AGENT003,28,5.0
INT0005891,CUST003403,2024-06-01 18:00:00,Email,Complaint,Positive,Closed,AGENT017,16,
INT0005892,CUST001174,2022-07-23 07:00:00,Email,Feedback,Neutral,Escalated,AGENT007,28,
INT0005893,CUST003018,2023-03-20 19:00:00,Email,Support,Negative,Pending,AGENT005,13,4.0
INT0005894,CUST004185,2023-10-27 12:00:00,Phone Call,Return Request,Positive,Resolved,AGENT008,35,2.0
INT0005895,CUST000376,2024-06-09 21:00:00,Chat,Support,Neutral,Closed,AGENT003,12,5.0
INT0005896,CUST000794,2022-01-31 11:00:00,Phone Call,Inquiry,Neutral,Closed,AGENT043,39,4.0
INT0005897,CUST003841,2022-11-20 15:00:00,Social Media,Inquiry,Negative,Pending,AGENT039,41,4.0
INT0005898,CUST000364,2022-04-02 01:00:00,Email,Support,Positive,Pending,AGENT035,29,5.0
INT0005899,CUST002200,2023-12-27 12:00:00,Chat,Support,Neutral,Escalated,AGENT050,40,1.0
INT0005900,CUST002626,2024-06-21 21:00:00,Store Visit,Feedback,Negative,Closed,AGENT007,30,2.0
INT0005901,CUST000762,2023-02-20 05:00:00,Email,Support,Positive,Escalated,AGENT019,29,1.0
INT0005902,CUST004324,2024-07-08 13:00:00,Chat,Return Request,Positive,Closed,AGENT020,33,2.0
INT0005903,CUST003287,2022-04-01 13:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT015,34,3.0
INT0005904,CUST002972,2024-08-22 18:00:00,Chat,Complaint,Positive,Pending,AGENT035,34,4.0
INT0005905,CUST001228,2023-12-31 16:00:00,Phone Call,Complaint,Neutral,Resolved,AGENT032,27,
INT0005906,CUST003179,2023-09-17 05:00:00,Chat,Return Request,Neutral,Closed,AGENT038,10,3.0
INT0005907,CUST002522,2024-03-02 09:00:00,Chat,Complaint,Positive,Closed,AGENT039,30,4.0
INT0005908,CUST000458,2024-03-21 06:00:00,Social Media,Inquiry,Neutral,Closed,AGENT026,33,2.0
INT0005909,CUST002524,2024-05-27 07:00:00,Store Visit,Complaint,Negative,Resolved,AGENT008,37,3.0
INT0005910,CUST002893,2022-06-20 03:00:00,Store Visit,Inquiry,Positive,Closed,AGENT040,16,4.0
INT0005911,CUST002083,2024-04-26 23:00:00,Chat,Return Request,Neutral,Escalated,AGENT009,5,3.0
INT0005912,CUST001175,2023-04-17 12:00:00,Store Visit,Support,Negative,Closed,AGENT011,18,
INT0005913,CUST002809,2023-05-14 17:00:00,Email,Inquiry,Neutral,Resolved,AGENT006,29,
INT0005914,CUST003808,2023-08-22 01:00:00,Social Media,Return Request,Neutral,Closed,AGENT004,4,3.0
INT0005915,CUST003304,2022-11-19 06:00:00,Chat,Support,Neutral,Pending,AGENT022,37,5.0
INT0005916,CUST004517,2022-10-02 14:00:00,Email,Feedback,Negative,Closed,AGENT039,6,
INT0005917,CUST002131,2024-06-19 11:00:00,Chat,Complaint,Positive,Escalated,AGENT034,10,
INT0005918,CUST004358,2023-02-05 10:00:00,Email,Support,Negative,Pending,AGENT021,8,5.0
INT0005919,CUST001752,2023-09-24 09:00:00,Social Media,Inquiry,Positive,Escalated,AGENT016,8,4.0
INT0005920,CUST001899,2024-05-09 20:00:00,Social Media,Return Request,Positive,Resolved,AGENT038,15,3.0
INT0005921,CUST000374,2023-09-30 12:00:00,Email,Inquiry,Positive,Resolved,AGENT042,45,
INT0005922,CUST000163,2023-12-28 01:00:00,Phone Call,Inquiry,Negative,Resolved,AGENT035,21,1.0
INT0005923,CUST000939,2024-07-15 09:00:00,Email,Inquiry,Negative,Closed,AGENT009,3,1.0
INT0005924,CUST001500,2024-08-25 20:00:00,Store Visit,Support,Neutral,Escalated,AGENT026,2,
INT0005925,CUST001829,2022-08-04 05:00:00,Store Visit,Feedback,Positive,Escalated,AGENT010,25,
INT0005926,CUST002140,2022-02-24 19:00:00,Email,Return Request,Positive,Pending,AGENT022,14,3.0
INT0005927,CUST004727,2022-06-07 06:00:00,Email,Complaint,Negative,Closed,AGENT013,31,4.0
INT0005928,CUST002817,2022-09-27 19:00:00,Store Visit,Inquiry,Neutral,Pending,AGENT028,4,3.0
INT0005929,CUST002228,2022-08-24 08:00:00,Social Media,Return Request,Neutral,Escalated,AGENT020,20,5.0
INT0005930,CUST004165,2023-10-27 17:00:00,Store Visit,Return Request,Positive,Closed,AGENT047,38,4.0
INT0005931,CUST000399,2024-06-20 15:00:00,Social Media,Inquiry,Neutral,Resolved,AGENT020,10,
INT0005932,CUST001588,2024-01-02 11:00:00,Phone Call,Inquiry,Positive,Closed,AGENT027,5,
INT0005933,CUST001520,2022-09-14 17:00:00,Store Visit,Complaint,Positive,Escalated,AGENT047,32,2.0
INT0005934,CUST001913,2022-01-25 15:00:00,Store Visit,Support,Neutral,Escalated,AGENT040,5,3.0
INT0005935,CUST000554,2023-04-20 12:00:00,Email,Feedback,Neutral,Closed,AGENT017,45,1.0
INT0005936,CUST001789,2022-07-27 01:00:00,Email,Feedback,Positive,Resolved,AGENT021,4,4.0
INT0005937,CUST003810,2022-04-09 16:00:00,Phone Call,Return Request,Neutral,Closed,AGENT010,22,3.0
INT0005938,CUST003040,2022-06-30 08:00:00,Store Visit,Return Request,Negative,Resolved,AGENT050,30,5.0
INT0005939,CUST004090,2023-12-08 02:00:00,Chat,Complaint,Neutral,Pending,AGENT038,13,3.0
INT0005940,CUST003904,2022-06-11 14:00:00,Social Media,Complaint,Neutral,Resolved,AGENT037,9,
INT0005941,CUST000636,2024-01-31 01:00:00,Chat,Return Request,Positive,Closed,AGENT034,4,3.0
INT0005942,CUST002681,2023-04-11 20:00:00,Social Media,Feedback,Positive,Escalated,AGENT040,21,4.0
INT0005943,CUST003966,2022-02-20 14:00:00,Social Media,Return Request,Negative,Pending,AGENT050,7,1.0
INT0005944,CUST002413,2023-09-02 21:00:00,Social Media,Return Request,Negative,Resolved,AGENT031,5,
INT0005945,CUST002422,2022-07-18 17:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT022,16,4.0
INT0005946,CUST001672,2023-08-25 02:00:00,Email,Complaint,Neutral,Pending,AGENT017,32,5.0
INT0005947,CUST004099,2022-08-19 05:00:00,Phone Call,Support,Negative,Resolved,AGENT049,17,3.0
INT0005948,CUST001290,2024-07-18 21:00:00,Store Visit,Support,Negative,Escalated,AGENT027,19,4.0
INT0005949,CUST002803,2022-04-20 20:00:00,Chat,Support,Positive,Escalated,AGENT001,43,1.0
INT0005950,CUST000083,2023-01-09 08:00:00,Chat,Inquiry,Negative,Pending,AGENT017,8,
INT0005951,CUST004945,2022-02-24 12:00:00,Chat,Inquiry,Negative,Pending,AGENT033,32,1.0
INT0005952,CUST001096,2023-03-12 19:00:00,Store Visit,Return Request,Neutral,Escalated,AGENT014,38,4.0
INT0005953,CUST004189,2022-01-18 18:00:00,Store Visit,Complaint,Negative,Resolved,AGENT003,9,
INT0005954,CUST001977,2023-11-05 00:00:00,Email,Feedback,Neutral,Closed,AGENT034,34,2.0
INT0005955,CUST003176,2023-06-17 17:00:00,Social Media,Support,Negative,Resolved,AGENT033,34,3.0
INT0005956,CUST004105,2023-04-30 14:00:00,Store Visit,Support,Neutral,Resolved,AGENT032,14,2.0
INT0005957,CUST004654,2022-09-09 16:00:00,Store Visit,Return Request,Negative,Resolved,AGENT005,20,4.0
INT0005958,CUST004309,2023-08-07 14:00:00,Chat,Support,Positive,Pending,AGENT045,14,2.0
INT0005959,CUST004040,2022-02-09 22:00:00,Email,Inquiry,Negative,Closed,AGENT007,26,1.0
INT0005960,CUST002743,2022-03-08 02:00:00,Social Media,Complaint,Neutral,Pending,AGENT042,2,
INT0005961,CUST000363,2024-06-30 05:00:00,Social Media,Complaint,Positive,Resolved,AGENT003,5,4.0
INT0005962,CUST002689,2024-02-10 07:00:00,Store Visit,Complaint,Positive,Closed,AGENT026,9,3.0
INT0005963,CUST004393,2024-08-12 13:00:00,Chat,Feedback,Negative,Closed,AGENT021,36,5.0
INT0005964,CUST000246,2024-08-06 17:00:00,Store Visit,Complaint,Positive,Resolved,AGENT016,38,4.0
INT0005965,CUST003088,2024-01-05 19:00:00,Chat,Support,Negative,Pending,AGENT020,43,
INT0005966,CUST001225,2023-04-12 11:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT044,19,5.0
INT0005967,CUST003320,2023-02-01 22:00:00,Email,Complaint,Positive,Closed,AGENT005,24,
INT0005968,CUST004743,2023-10-06 11:00:00,Social Media,Support,Negative,Escalated,AGENT010,34,2.0
INT0005969,CUST001120,2023-05-09 15:00:00,Chat,Inquiry,Negative,Escalated,AGENT007,12,5.0
INT0005970,CUST001835,2024-04-24 21:00:00,Store Visit,Return Request,Negative,Closed,AGENT018,13,4.0
INT0005971,CUST003385,2022-09-26 13:00:00,Phone Call,Return Request,Positive,Closed,AGENT004,23,5.0
INT0005972,CUST002215,2024-07-14 02:00:00,Email,Complaint,Positive,Pending,AGENT031,6,
INT0005973,CUST001989,2022-11-15 22:00:00,Chat,Support,Neutral,Escalated,AGENT038,41,2.0
INT0005974,CUST001910,2023-07-12 08:00:00,Chat,Support,Negative,Escalated,AGENT011,21,3.0
INT0005975,CUST002983,2022-02-15 09:00:00,Social Media,Feedback,Neutral,Escalated,AGENT011,25,1.0
INT0005976,CUST001562,2023-02-20 23:00:00,Store Visit,Complaint,Neutral,Pending,AGENT004,15,5.0
INT0005977,CUST003146,2023-02-10 18:00:00,Phone Call,Return Request,Neutral,Escalated,AGENT025,2,2.0
INT0005978,CUST003880,2022-07-28 07:00:00,Email,Return Request,Negative,Resolved,AGENT038,19,
INT0005979,CUST002977,2023-09-13 09:00:00,Social Media,Return Request,Neutral,Resolved,AGENT044,13,3.0
INT0005980,CUST004272,2024-07-22 07:00:00,Chat,Inquiry,Negative,Closed,AGENT012,26,5.0
INT0005981,CUST003667,2022-10-13 11:00:00,Store Visit,Feedback,Negative,Escalated,AGENT047,27,4.0
INT0005982,CUST001664,2023-03-31 13:00:00,Email,Feedback,Positive,Pending,AGENT028,6,5.0
INT0005983,CUST000555,2023-12-20 12:00:00,Email,Feedback,Negative,Pending,AGENT030,4,
INT0005984,CUST004660,2022-06-10 10:00:00,Chat,Return Request,Positive,Resolved,AGENT009,9,5.0
INT0005985,CUST000352,2024-03-28 19:00:00,Chat,Complaint,Negative,Escalated,AGENT024,4,
INT0005986,CUST001996,2022-04-23 05:00:00,Phone Call,Support,Negative,Closed,AGENT007,20,
INT0005987,CUST002244,2024-01-09 09:00:00,Email,Return Request,Negative,Closed,AGENT023,19,3.0
INT0005988,CUST001523,2024-03-23 04:00:00,Chat,Complaint,Positive,Escalated,AGENT021,31,4.0
INT0005989,CUST002957,2023-09-01 05:00:00,Store Visit,Complaint,Neutral,Escalated,AGENT008,20,5.0
INT0005990,CUST002580,2023-02-12 19:00:00,Social Media,Inquiry,Positive,Resolved,AGENT041,45,2.0
INT0005991,CUST004926,2024-05-06 16:00:00,Social Media,Inquiry,Neutral,Escalated,AGENT025,20,3.0
INT0005992,CUST001718,2023-02-25 05:00:00,Email,Feedback,Neutral,Resolved,AGENT017,9,1.0
INT0005993,CUST000721,2022-01-29 03:00:00,Chat,Support,Negative,Closed,AGENT007,20,4.0
INT0005994,CUST003563,2024-01-26 17:00:00,Phone Call,Return Request,Negative,Escalated,AGENT005,2,
INT0005995,CUST003264,2022-08-26 13:00:00,Chat,Complaint,Neutral,Closed,AGENT002,4,5.0
INT0005996,CUST002188,2024-08-08 13:00:00,Social Media,Support,Negative,Pending,AGENT043,14,4.0
INT0005997,CUST001715,2024-02-13 19:00:00,Social Media,Feedback,Negative,Closed,AGENT045,31,
INT0005998,CUST001099,2022-09-25 17:00:00,Store Visit,Return Request,Negative,Resolved,AGENT020,2,1.0
INT0005999,CUST001760,2022-04-10 16:00:00,Social Media,Complaint,Negative,Escalated,AGENT002,7,3.0
INT0006000,CUST002965,2022-11-19 16:00:00,Store Visit,Return Request,Neutral,Pending,AGENT011,8,2.0
INT0006001,CUST000732,2023-08-29 14:00:00,Store Visit,Return Request,Negative,Pending,AGENT023,17,2.0
INT0006002,CUST003039,2022-08-29 10:00:00,Chat,Support,Negative,Resolved,AGENT044,17,2.0
INT0006003,CUST003494,2022-08-07 20:00:00,Social Media,Support,Negative,Resolved,AGENT046,29,
INT0006004,CUST004290,2023-04-28 19:00:00,Phone Call,Inquiry,Neutral,Closed,AGENT031,2,2.0
INT0006005,CUST003919,2022-11-27 20:00:00,Store Visit,Feedback,Negative,Pending,AGENT046,39,
INT0006006,CUST001329,2022-03-29 13:00:00,Phone Call,Feedback,Negative,Pending,AGENT030,42,1.0
INT0006007,CUST001275,2024-01-27 21:00:00,Social Media,Return Request,Positive,Resolved,AGENT025,19,5.0
INT0006008,CUST000318,2024-09-17 07:00:00,Store Visit,Return Request,Positive,Resolved,AGENT013,11,
INT0006009,CUST001143,2024-06-01 23:00:00,Phone Call,Return Request,Positive,Resolved,AGENT033,40,
INT0006010,CUST002290,2023-07-18 23:00:00,Chat,Return Request,Neutral,Closed,AGENT011,32,1.0
INT0006011,CUST003089,2024-06-04 14:00:00,Email,Feedback,Neutral,Closed,AGENT042,7,
INT0006012,CUST000074,2022-05-17 03:00:00,Social Media,Feedback,Positive,Resolved,AGENT040,23,3.0
INT0006013,CUST001918,2024-04-12 07:00:00,Email,Inquiry,Negative,Resolved,AGENT026,13,3.0
INT0006014,CUST003270,2023-08-03 05:00:00,Social Media,Feedback,Neutral,Closed,AGENT018,17,
INT0006015,CUST002197,2023-11-02 11:00:00,Phone Call,Complaint,Neutral,Closed,AGENT032,30,
INT0006016,CUST003624,2023-07-28 09:00:00,Social Media,Inquiry,Neutral,Pending,AGENT045,20,3.0
INT0006017,CUST001177,2024-06-25 16:00:00,Chat,Support,Negative,Escalated,AGENT050,40,
INT0006018,CUST001532,2023-08-12 03:00:00,Social Media,Feedback,Neutral,Pending,AGENT028,15,
INT0006019,CUST001023,2024-01-13 04:00:00,Chat,Complaint,Positive,Escalated,AGENT026,36,2.0
INT0006020,CUST000619,2024-08-03 03:00:00,Email,Return Request,Positive,Escalated,AGENT039,24,
INT0006021,CUST002866,2023-10-14 23:00:00,Phone Call,Feedback,Neutral,Resolved,AGENT022,18,2.0
INT0006022,CUST004473,2023-04-24 01:00:00,Chat,Complaint,Positive,Resolved,AGENT008,12,
INT0006023,CUST004078,2023-05-19 10:00:00,Phone Call,Complaint,Positive,Escalated,AGENT012,9,4.0
INT0006024,CUST002209,2023-05-24 05:00:00,Social Media,Inquiry,Negative,Closed,AGENT008,2,
INT0006025,CUST003692,2024-04-14 08:00:00,Chat,Return Request,Negative,Pending,AGENT013,45,
INT0006026,CUST000597,2023-03-17 13:00:00,Social Media,Inquiry,Positive,Closed,AGENT043,10,
INT0006027,CUST001576,2022-07-18 13:00:00,Social Media,Feedback,Neutral,Pending,AGENT026,37,2.0
INT0006028,CUST001082,2022-02-17 10:00:00,Email,Inquiry,Neutral,Escalated,AGENT021,36,3.0
INT0006029,CUST003876,2023-06-28 16:00:00,Phone Call,Support,Positive,Resolved,AGENT003,8,4.0
INT0006030,CUST002592,2023-04-12 13:00:00,Phone Call,Complaint,Neutral,Closed,AGENT023,13,1.0
INT0006031,CUST003540,2023-03-12 15:00:00,Chat,Complaint,Negative,Escalated,AGENT011,19,3.0
INT0006032,CUST002688,2024-01-06 02:00:00,Chat,Return Request,Neutral,Resolved,AGENT029,13,3.0
INT0006033,CUST000401,2023-07-02 18:00:00,Store Visit,Complaint,Negative,Escalated,AGENT016,41,
INT0006034,CUST002045,2022-12-15 17:00:00,Chat,Feedback,Positive,Escalated,AGENT017,35,2.0
INT0006035,CUST002430,2024-08-25 17:00:00,Social Media,Complaint,Negative,Resolved,AGENT042,2,3.0
INT0006036,CUST000636,2024-09-03 14:00:00,Email,Inquiry,Positive,Resolved,AGENT001,20,
INT0006037,CUST002539,2024-01-28 18:00:00,Phone Call,Support,Neutral,Escalated,AGENT034,21,4.0
INT0006038,CUST001532,2022-03-15 18:00:00,Phone Call,Feedback,Neutral,Resolved,AGENT029,23,3.0
INT0006039,CUST002935,2024-09-21 16:00:00,Email,Inquiry,Neutral,Escalated,AGENT036,12,3.0
INT0006040,CUST002074,2024-02-22 16:00:00,Email,Complaint,Positive,Pending,AGENT002,9,3.0
INT0006041,CUST001293,2022-04-05 01:00:00,Email,Inquiry,Negative,Pending,AGENT043,34,1.0
INT0006042,CUST003739,2024-01-31 16:00:00,Chat,Inquiry,Positive,Escalated,AGENT003,19,
INT0006043,CUST001881,2023-07-24 00:00:00,Store Visit,Return Request,Negative,Pending,AGENT015,45,5.0
INT0006044,CUST004880,2024-07-29 19:00:00,Store Visit,Complaint,Positive,Resolved,AGENT047,18,4.0
INT0006045,CUST002308,2023-12-21 04:00:00,Social Media,Feedback,Positive,Resolved,AGENT008,7,
INT0006046,CUST004413,2023-02-16 22:00:00,Chat,Complaint,Neutral,Resolved,AGENT015,10,3.0
INT0006047,CUST003324,2022-10-14 04:00:00,Email,Return Request,Positive,Escalated,AGENT011,5,2.0
INT0006048,CUST000050,2023-04-21 15:00:00,Chat,Feedback,Neutral,Closed,AGENT026,40,
INT0006049,CUST002853,2022-02-12 01:00:00,Chat,Feedback,Neutral,Closed,AGENT031,23,
INT0006050,CUST002566,2023-01-09 19:00:00,Phone Call,Inquiry,Positive,Resolved,AGENT032,24,
INT0006051,CUST002214,2022-02-24 05:00:00,Email,Return Request,Neutral,Pending,AGENT029,21,2.0
INT0006052,CUST004618,2022-08-13 14:00:00,Email,Feedback,Negative,Resolved,AGENT019,18,3.0
INT0006053,CUST002192,2024-04-15 23:00:00,Social Media,Support,Negative,Resolved,AGENT042,15,
INT0006054,CUST002825,2022-07-22 11:00:00,Social Media,Complaint,Neutral,Resolved,AGENT004,34,2.0
INT0006055,CUST003776,2022-09-22 18:00:00,Store Visit,Support,Neutral,Pending,AGENT030,23,4.0
INT0006056,CUST003572,2023-03-13 15:00:00,Email,Feedback,Positive,Closed,AGENT025,8,5.0
INT0006057,CUST004809,2022-11-13 11:00:00,Chat,Support,Negative,Closed,AGENT040,28,
INT0006058,CUST003270,2023-06-05 20:00:00,Chat,Feedback,Negative,Escalated,AGENT012,45,5.0
INT0006059,CUST002450,2024-05-29 03:00:00,Chat,Support,Positive,Resolved,AGENT009,38,1.0
INT0006060,CUST000428,2022-10-06 04:00:00,Store Visit,Complaint,Negative,Escalated,AGENT048,18,3.0
INT0006061,CUST004636,2023-10-18 23:00:00,Phone Call,Complaint,Neutral,Pending,AGENT046,5,1.0
INT0006062,CUST003059,2022-12-12 04:00:00,Chat,Support,Neutral,Escalated,AGENT049,26,4.0
INT0006063,CUST004796,2023-07-19 04:00:00,Email,Inquiry,Neutral,Escalated,AGENT038,41,4.0
